COG0016_3,0.999998,0.0502757
COG0016_5,0.999966,0.918064
COG0016_7,1.0,1.0
COG0016_9,3.37286e-05,0.0819365
COG0016_11,1.0,1.0
COG0016_13,0.999835,0.00243838
COG0016_15,0.000164936,0.997562
COG0016_17,1.0,1.0
COG0016_19,1.0,1.0
COG0016_21,0.00121792,0.999192
COG0016_23,0.998782,0.000808254
COG0016_25,2.02413e-06,0.949724
COG0048_3,1.0,1.0
COG0048_5,1.0,1.0
COG0048_7,0.999953,0.759993
COG0048_9,4.72325e-05,0.240007
COG0048_11,4.181e-06,0.97306
COG0048_13,0.999996,0.0269396
COG0049_3,1.0,0.999905
COG0051_3,1.0,0.0688749
COG0051_5,1.0,0.998174
COG0051_7,4.08372e-07,0.929299
COG0052_3,1.0,1.0
COG0052_5,6.1157e-05,0.994488
COG0052_7,0.999939,0.00551225
COG0052_9,1.0,1.0
COG0052_11,0.000113826,0.998473
COG0052_13,0.999886,0.00152717
COG0052_15,1.0,1.0
COG0060_3,1.0,1.0
COG0060_5,1.0,1.0
COG0060_7,7.11768e-20,1.0
COG0060_9,1.0,2.25948e-10
COG0060_11,2.27362e-07,0.856001
COG0060_13,1.0,0.143999
COG0060_15,1.0,1.0
COG0060_17,3.27121e-06,0.955595
COG0060_19,0.999997,0.0444045
COG0060_21,0.999997,0.0224844
COG0060_23,0.685792,8.08607e-05
COG0060_25,0.314208,0.999919
COG0060_27,3.01704e-06,0.977516
COG0060_29,0.314205,0.0224036
COG0060_31,0.999936,0.892715
COG0060_33,6.38471e-05,0.107285
COG0060_35,1.0,1.0
COG0060_37,1.0,1.0
COG0060_39,1.0,1.0
COG0072_3,1.0,1.0
COG0072_5,1.0,1.0
COG0072_7,4.63651e-05,0.994931
COG0072_9,0.999954,0.00506887
COG0072_11,0.99999,0.638544
COG0072_13,1.02746e-05,0.361456
COG0072_15,1.0,1.0
COG0072_17,0.999994,0.0159153
COG0072_19,6.10408e-06,0.984085
COG0072_21,9.13061e-07,0.874457
COG0072_23,0.999999,0.125543
COG0072_25,1.0,1.0
COG0072_27,6.78742e-07,0.928375
COG0072_29,0.999999,0.0716255
COG0072_31,1.0,1.0
COG0072_33,1.0,1.0
COG0080_3,1.0,0.998551
COG0081_3,1.0,0.998551
COG0087_3,1.0,0.999996
COG0088_3,1.0,0.999996
COG0089_3,1.0,0.999996
COG0090_3,1.0,1.0
COG0090_5,0.999949,0.00379005
COG0090_7,3.92759e-06,0.807621
COG0090_9,1.0,1.0
COG0090_11,0.999996,0.192379
COG0090_13,1.0,1.0
COG0090_15,5.10037e-05,0.99621
COG0091_3,1.0,0.999978
COG0092_3,1.0,0.999978
COG0093_3,1.0,0.999978
COG0094_3,1.0,0.999984
COG0096_3,1.0,0.999999
COG0096_5,0.999982,0.0512758
COG0096_7,8.27889e-06,0.62934
COG0096_9,0.000306617,0.329294
COG0096_11,7.47422e-05,0.996585
COG0096_13,0.999925,0.00341416
COG0096_15,0.096827,0.0512356
COG0096_17,0.903155,4.02063e-05
COG0096_19,1.75869e-05,0.948723
COG0096_21,1.0,0.999999
COG0096_23,0.0968446,0.999959
COG0096_25,1.0,0.999999
COG0096_27,0.999999,0.26047
COG0096_29,8.25852e-07,0.739528
COG0096_31,0.999992,0.370659
COG0096_33,0.999685,0.0413647
COG0097_3,1.0,1.0
COG0097_5,0.993148,0.95586
COG0097_7,0.00685242,0.0441397
COG0097_9,1.0,1.0
COG0097_11,0.99285,0.00159036
COG0097_13,0.999702,0.0457301
COG0097_15,0.000297657,0.95427
COG0100_3,1.0,0.999998
COG0102_3,0.999999,0.0625958
COG0102_5,6.53262e-07,0.937404
COG0102_7,1.0,1.0
COG0102_9,1.0,0.00063201
COG0102_11,2.93405e-11,0.999368
COG0102_13,1.0,1.0
COG0103_3,0.999999,0.328407
COG0103_5,1.0,1.0
COG0103_7,1.0,1.0
COG0103_9,5.56273e-07,0.671593
COG0130_3,5.95294e-05,0.213135
COG0130_5,0.99994,0.786865
COG0130_7,1.0,1.0
COG0130_9,1.0,1.0
COG0130_11,1.0,1.0
COG0130_13,0.999999,0.125604
COG0130_15,1.25835e-06,0.874396
COG0184_3,1.0,0.999998
COG0185_3,1.0,0.999978
COG0186_3,1.0,0.999978
COG0197_3,1.0,0.999968
COG0200_3,1.0,0.999999
COG0200_5,0.000720482,0.997938
COG0200_7,0.99928,0.00206104
COG0201_3,0.000223748,0.998386
COG0201_5,0.999776,0.0016136
COG0201_7,1.0,1.0
COG0201_9,1.0,1.0
COG0201_11,0.999998,0.0785015
COG0201_13,1.89478e-06,0.921499
COG0201_15,1.0,1.0
COG0201_17,1.0,0.000454213
COG0201_19,6.51196e-08,0.999546
COG0201_21,1.0,1.0
COG0244_3,9.80095e-08,0.0259802
COG0244_5,1.0,0.97402
COG0244_7,1.0,1.0
COG0244_9,1.0,1.0
COG0256_3,1.0,1.0
COG0256_5,1.0,1.0
COG0256_7,1.0,1.0
COG0256_9,7.45776e-06,0.990848
COG0256_11,0.999993,0.00915165
COG0256_13,9.1038e-05,0.998565
COG0256_15,0.999909,0.00143524
COG0532_3,1.0,1.0
COG0532_5,1.0,1.0
COG0532_7,0.999999,0.113579
COG0532_9,6.52608e-07,0.886421
COG0532_11,1.0,1.0
COG0532_13,4.8022e-05,0.994908
COG0532_15,0.999952,0.00509159
COG0541_3,0.999998,0.99979
COG0552_3,2.42964e-06,0.661597
COG0552_5,1.0,1.0
COG0552_7,0.999998,0.338403
COG0552_9,1.0,1.0
COG0552_11,3.20183e-06,0.842831
COG0552_13,0.999997,0.0841416
COG0552_15,1.0,0.926972
COG0552_17,1.0,1.0
COG0552_19,6.2497e-09,0.0730277
COG0552_21,1.0,0.926972
